2.261772e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
3.600817e-004	7.462193e-006	0.000000e+000	0.000000e+000	0.000000e+000	
5.732621e-006	1.243814e-007	1.255370e-012	0.000000e+000	0.000000e+000	
9.126524e-008	1.984368e-009	2.092532e-014	1.876230e-043	0.000000e+000	
7.808052e-009	8.302525e-012	6.524235e-040	3.127421e-045	2.198365e-074	
1.243068e-010	2.582295e-012	1.396740e-018	9.751157e-071	3.664377e-076	
1.979006e-012	4.294339e-014	4.344219e-019	2.087515e-049	1.142573e-101	
3.150644e-014	6.850436e-016	7.224586e-021	6.492710e-050	2.445927e-080	
2.159787e-019	1.618439e-017	5.375517e-019	2.334975e-027	1.324468e-063	
3.438454e-021	1.217521e-020	2.956664e-024	8.034049e-050	2.735874e-058	
5.474133e-023	1.024001e-023	2.049531e-027	4.418920e-055	9.413439e-081	
8.715003e-025	2.571892e-026	1.723577e-030	3.063154e-058	5.177618e-086	
1.387458e-026	3.067660e-028	4.327462e-033	2.575994e-061	3.589076e-089	
2.208879e-028	4.807019e-030	5.160934e-035	6.467664e-064	3.018274e-092	
1.554803e-058	6.863423e-059	1.580460e-060	7.713341e-066	7.578117e-095	
2.475298e-060	1.026272e-061	1.223423e-065	2.362165e-091	9.037667e-097	
3.940758e-062	8.934200e-064	1.727036e-068	1.828483e-096	2.767823e-122	
2.701416e-067	2.028369e-065	7.010799e-067	5.581756e-075	3.729977e-110	
1.851838e-072	2.264160e-068	1.733929e-068	2.265880e-073	1.138639e-088	
1.269448e-077	2.512690e-071	5.296469e-071	5.604466e-075	4.622237e-087	
2.021003e-079	1.879187e-074	2.727827e-077	7.920854e-102	6.566714e-106	
3.217504e-081	1.405409e-077	3.173241e-081	4.076910e-108	9.287376e-133	
2.205621e-086	1.559778e-080	1.103435e-080	1.025587e-087	8.316612e-122	
1.511968e-091	1.730929e-083	3.463867e-083	3.566286e-087	2.092126e-101	
1.117426e-116	2.323694e-085	9.366257e-094	3.366251e-093	1.391271e-089	
8.258378e-142	3.119454e-087	2.035560e-096	2.022184e-102	4.632398e-091	
6.103387e-167	4.187725e-089	2.732648e-098	1.977005e-106	1.542367e-092	
4.183912e-172	4.647231e-092	3.286006e-092	8.831877e-105	2.685277e-105	
3.092137e-197	6.238698e-094	1.151787e-102	3.191461e-102	1.238616e-106	
2.285256e-222	8.375170e-096	5.465112e-105	1.942804e-111	1.245458e-104	
1.688927e-247	1.124329e-097	7.336666e-107	5.307881e-115	4.146778e-106	
1.248208e-272	1.509360e-099	9.849143e-109	7.125576e-117	1.380678e-107	
9.224933e-298	2.026248e-101	1.322203e-110	9.565764e-119	4.596998e-109	
6.916919e-323	2.720147e-103	1.774998e-112	1.284161e-120	1.530580e-110	
0.000000e+000	2.211989e-133	5.093008e-117	4.432778e-126	5.491418e-113	
0.000000e+000	1.798761e-163	2.466933e-130	1.271899e-130	1.970212e-115	
0.000000e+000	2.414755e-165	5.590666e-141	9.692830e-140	6.559862e-117	
0.000000e+000	3.241700e-167	1.266980e-151	5.615069e-149	2.184120e-118	
0.000000e+000	2.636109e-197	6.136952e-165	8.286333e-162	7.836190e-121	
0.000000e+000	2.143651e-227	2.972595e-178	1.222526e-174	2.811470e-123	
0.000000e+000	2.877754e-229	6.736618e-189	7.013915e-184	9.360848e-125	
0.000000e+000	3.863255e-231	1.526680e-199	4.023885e-193	3.116714e-126	
0.000000e+000	5.186245e-233	3.459826e-210	2.308501e-202	1.037716e-127	
0.000000e+000	4.217388e-263	1.675858e-223	3.405426e-215	3.723121e-130	
0.000000e+000	3.429527e-293	8.117464e-237	5.023574e-228	1.335782e-132	
0.000000e+000	2.964394e-323	3.931908e-250	7.410615e-241	4.792522e-135	
0.000000e+000	0.000000e+000	1.904524e-263	1.093190e-253	1.719462e-137	
0.000000e+000	0.000000e+000	9.225066e-277	1.612639e-266	6.169089e-140	
0.000000e+000	0.000000e+000	4.468405e-290	2.378912e-279	2.213347e-142	
0.000000e+000	0.000000e+000	1.012648e-300	1.364781e-288	7.369385e-144	
0.000000e+000	0.000000e+000	2.294906e-311	7.829738e-298	2.453652e-145	
0.000000e+000	0.000000e+000	0.000000e+000	1.155018e-310	8.803219e-148	
0.000000e+000	0.000000e+000	0.000000e+000	1.482197e-323	3.158421e-150	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.133179e-152	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.065621e-155	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.353657e-156	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.507030e-158	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.500625e-159	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	5.383945e-162	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.931653e-164	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.088185e-165	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.130223e-167	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.453424e-168	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.239020e-170	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.979944e-172	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.932109e-173	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.215130e-174	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.660639e-175	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	9.805999e-176	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.063185e-176	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.340948e-177	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.445446e-178	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.377627e-179	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	2.343899e-180	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.931571e-181	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.390590e-182	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.532333e-183	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.487068e-184	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.617061e-187	
0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	7.560045e-198	
