3.122006,3.642042,2.530087,1.841296,1.619209,0.891098,1.721697,0.968728,1.289536,0.537919,0.549387,0.115036,
3.301528,3.770297,2.531074,2.413612,2.574185,1.425815,1.954520,1.365362,1.434949,0.149303,0.491755,0.091082,
3.256729,3.238702,2.774072,2.691704,2.706928,1.880955,2.032243,1.321808,1.166180,0.563968,0.335055,0.121456,
3.625260,3.645703,3.238475,3.080947,3.431298,1.658126,2.629694,1.957768,0.919077,0.638944,0.301095,0.141376,
3.588346,3.481722,3.367039,3.105312,3.211151,2.336841,2.218780,1.699656,0.963128,0.684849,0.280722,0.123123,
3.600526,3.525717,3.473856,3.388300,3.251865,2.573528,2.195228,1.581557,1.063986,0.657444,0.318736,0.126005,
3.962986,3.645651,3.358378,3.656141,3.591151,2.791542,2.327323,1.510150,1.241843,0.513008,0.421389,0.134422,
3.579362,3.354092,3.205269,3.540293,3.507662,2.313341,2.270770,1.642742,1.521527,0.553357,0.293959,0.136880,
3.560602,3.411779,3.507786,3.704309,3.631061,2.227187,2.191656,1.869817,1.513660,0.603974,0.277070,0.143820,
3.684496,3.574391,3.734763,3.915850,3.947465,2.163810,1.847298,2.063452,1.661104,0.359359,0.368023,0.139723,
3.821388,3.865281,4.519139,3.840823,4.702616,1.694108,0.825731,2.594386,2.292598,0.047740,0.405997,0.138970,
3.079484,3.362425,3.909166,2.798611,4.288520,2.016659,1.423168,2.594320,1.545624,0.393036,0.299938,0.128911,
1.972200,3.205090,4.761057,1.748877,4.696086,2.283941,0.242407,3.324203,1.574222,0.121977,0.379234,0.135423,
0.477431,3.605215,5.681549,2.253327,4.934841,1.758347,-0.670134,3.061949,1.277464,0.112618,0.470585,0.103618,
-1.008892,3.713703,6.263331,2.811904,4.101811,2.183053,-0.178473,2.327767,1.705021,-0.082018,0.516766,0.084104,
-1.574975,3.406118,6.462067,2.431966,3.259913,2.411252,0.560747,1.499519,1.966203,-0.132638,0.546142,0.099852,
-2.408570,3.427174,7.013690,1.562932,2.528830,2.650291,1.471598,0.966649,1.726689,0.134887,0.443744,0.178619,
-4.033351,3.403412,7.030389,1.958968,2.230416,3.002250,1.532584,0.824201,1.691720,0.255591,0.439570,0.118164,
-4.825993,2.488344,6.782462,2.417338,1.737066,2.592214,1.746959,1.043096,1.377392,0.285763,0.551328,0.058023,
-4.755061,1.473776,6.904359,2.526565,1.553004,2.279265,1.920721,0.999211,1.242179,0.290521,0.574661,0.004747,
-4.666195,0.607272,6.127040,2.883651,1.876380,2.113896,1.966398,0.768748,1.340925,0.407871,0.473519,0.005515,
-4.177747,0.625966,5.117277,2.332890,2.108925,1.934917,2.627038,0.701388,0.441961,0.753097,0.447630,0.034498,
-3.701362,0.707296,4.429983,1.388753,2.420285,1.487465,2.114618,0.948511,0.354742,0.395308,0.375127,0.058403,
-2.523451,0.501947,2.955737,0.786084,2.084776,1.961354,1.897182,1.545392,0.752686,-0.263996,0.261373,0.045565,
-1.648446,0.579889,2.257501,0.425162,1.528610,1.864971,2.036127,1.800952,0.995804,-0.275065,0.066227,0.001206,
-1.283339,0.435506,2.750229,0.312991,1.538688,1.378932,1.820094,1.740019,1.487472,-0.378716,0.194828,-0.033309,
-0.937932,0.458216,3.162809,0.388971,1.243101,1.179148,2.242492,1.919821,1.619437,-0.285086,0.223880,-0.049707,
-0.689078,0.892004,2.578547,0.843232,0.547713,1.653844,2.773821,1.980177,1.662124,-0.276514,-0.035151,0.055415,
0.176271,0.970991,2.061106,1.001679,0.484844,1.665330,2.795151,1.886294,1.836280,-0.112159,-0.032643,-0.006761,
0.895198,1.098942,0.716463,1.391132,1.328644,0.913424,3.049116,1.677241,1.794058,0.147667,0.082736,-0.103915,
1.115446,0.762082,1.447478,1.342613,1.480477,1.007518,3.373575,1.035612,2.242596,0.101595,-0.036197,-0.040151,
1.552152,0.677739,2.014712,0.671612,1.814017,1.263221,3.602360,1.076108,1.592184,0.098965,-0.006454,0.016958,
1.270543,1.023638,1.639601,0.838673,2.822571,1.355831,2.573042,1.753469,1.609916,-0.093143,-0.182117,0.070515,
1.359604,1.549565,1.435959,0.515584,3.450191,1.173978,2.556618,1.848784,1.662977,-0.208890,-0.353414,0.107661,
1.801961,1.905200,1.051258,0.078505,3.118946,0.594999,3.586403,1.583860,1.420126,0.058880,-0.209181,0.043393,
1.970636,2.060836,0.697633,0.343212,3.053136,0.092532,3.324943,1.952684,1.689314,0.282132,-0.388070,0.018389,
1.889867,2.133325,1.008065,0.891700,3.029561,0.228319,2.887198,1.895436,2.086740,0.058252,-0.572915,0.064974,
2.024126,2.293056,0.860483,0.925038,3.499935,0.142624,2.781546,1.841109,2.083846,0.033205,-0.606331,0.066673,
2.081571,2.538300,0.385004,1.049635,3.837425,-0.561016,2.747483,1.830086,2.364066,-0.023169,-0.526414,0.035444,
2.148512,2.863279,0.659175,1.520764,3.637352,-0.363486,2.379635,1.685476,2.719360,-0.209600,-0.461109,0.023610,
2.207540,2.952683,1.066061,2.141666,3.851498,0.335265,2.227309,1.401066,2.736203,-0.526731,-0.375645,0.041391,
2.403305,2.600540,1.671033,1.762146,4.083991,0.337700,2.278262,1.570100,2.317154,-0.213652,-0.546177,0.103484,
2.371235,2.033472,1.384113,1.661201,3.870606,0.997466,1.874522,0.541963,2.427757,-0.112562,-0.318956,0.057413,
2.499981,2.369797,0.845578,0.547662,4.074124,2.213447,1.827165,-0.413086,2.143202,0.055738,0.067121,0.035164,
3.157470,3.001605,0.387780,-1.541802,4.018059,2.683505,2.487862,-0.535918,1.022425,0.415417,0.378968,0.185657,
3.204329,2.606719,0.726934,-1.510725,3.797187,2.009931,2.971732,-0.454222,0.535389,0.814459,0.271103,0.248437,
3.038482,2.996367,1.325908,-1.072171,2.623788,1.555196,3.098370,0.357859,0.434433,0.338109,0.374493,0.183400,
3.326267,2.914722,0.952451,-0.871939,3.203525,1.386361,2.662235,0.653304,0.090758,0.141074,0.328339,0.153105,
3.434990,2.144880,0.867019,-1.263788,4.219553,0.621216,1.594123,0.420004,-0.008495,0.520230,0.491708,0.145638,
3.269132,2.969319,0.650102,-0.912358,4.047848,0.621699,1.465503,-0.061028,-0.234136,0.702785,0.622191,0.153030,
3.304095,3.253767,0.555899,-0.662388,4.270884,1.212228,2.452605,-0.022985,-0.257258,0.375467,0.273929,0.179998,
3.262305,3.239441,0.801367,-1.090188,4.872650,2.223782,2.718119,-0.228099,-0.094783,0.116046,0.037602,0.186039,
4.278305,2.953714,1.644702,-1.960030,4.799921,1.836846,1.045220,-1.068746,0.346474,-0.067052,0.426328,0.216821,
4.770262,3.091779,1.610356,-1.692933,4.564472,1.504439,0.150808,-1.802496,0.498142,-0.322445,0.597702,0.219308,
4.936250,3.787872,0.901310,-0.941765,4.659170,0.540369,-0.169029,-2.236725,0.183027,-0.168223,0.668607,0.122545,
5.238740,3.832006,0.483264,-0.127952,4.296782,0.592716,-0.194541,-2.557480,0.126159,-0.393448,0.625423,0.103528,
5.518567,3.989461,0.193137,0.191057,4.211005,0.713551,-0.161152,-2.581934,0.035150,-0.598338,0.560026,0.082064,
5.487169,4.067703,0.119394,0.606480,4.054254,1.251646,-0.490458,-2.218827,0.006520,-0.817434,0.610914,0.043223,
5.204663,3.556254,0.625520,1.489436,3.908898,0.572901,-0.448997,-1.614762,0.017358,-1.268225,0.341592,0.066293,
4.886117,3.157821,1.258774,2.053188,3.786019,0.062792,-0.539535,-1.141077,-0.119732,-1.562522,0.250709,0.080068,
5.005810,3.217197,0.954298,2.663757,4.459749,0.007093,-1.675092,-1.091070,0.060073,-1.305196,-0.022193,-0.058801,
5.204859,2.726994,1.141533,3.184858,4.247609,-0.454024,-1.950206,-1.330394,0.035111,-1.111356,-0.222155,-0.055199,
5.810722,1.802291,1.533983,3.500174,4.309360,-0.751527,-2.029736,-1.315629,-0.266400,-0.869067,-0.399980,-0.027029,
5.735439,1.983904,1.189669,3.907512,4.414754,-0.264808,-1.993409,-1.366062,-0.007315,-0.838882,-0.297407,-0.017727,
5.879409,1.811736,0.801074,4.388413,4.306088,-0.186634,-1.736661,-1.880741,0.161256,-0.886797,-0.271801,-0.029134,
5.621995,1.387222,0.847516,4.739668,3.252602,0.411049,-1.910782,-2.314629,0.269580,-1.003358,-0.232780,-0.032690,
5.408531,1.480067,0.613996,4.659323,3.528383,0.486009,-2.455731,-1.976823,0.111772,-0.986287,-0.224868,-0.039032,
5.500892,1.530824,1.099318,4.672553,4.273240,0.390509,-2.400924,-1.909353,0.103048,-0.937671,-0.294369,-0.081659,
5.809824,1.146121,1.093984,5.508412,4.058804,0.207603,-1.982587,-2.287768,0.349793,-0.797032,-0.402266,-0.138516,
5.301708,1.794246,1.940924,4.584419,4.540376,0.684536,-1.887877,-1.326784,0.457659,-0.817279,-0.259909,-0.082121,
4.808950,2.783530,3.102072,4.033486,4.475290,0.470371,-1.583428,0.002428,0.015947,-0.745571,-0.211407,-0.111847,
4.870702,2.499896,2.964821,4.115678,4.660617,0.334868,-2.051303,-0.688969,0.238121,-0.802868,-0.292830,-0.156102,
5.165498,1.915476,2.800843,4.814994,3.903222,0.869544,-1.472708,-1.485505,0.880397,-0.704994,-0.400231,-0.132517,
4.713842,1.955008,3.227705,3.734227,4.579450,0.977695,-1.549037,-0.317330,0.376825,-0.425550,-0.113863,-0.114894,
5.033661,1.967729,3.392549,3.674021,5.665607,0.891735,-2.039807,0.170103,0.354802,-0.394483,-0.093043,-0.129293,
4.726979,2.189269,2.854230,4.173139,4.917797,0.766881,-1.942873,-0.237401,0.775467,-0.505218,-0.156457,-0.111006,
