1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
4.8694178676458633e-001	5.1305821323541378e-001	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
2.3566692827237790e-001	5.7753131872626939e-001	1.8680175300135271e-001	0.0000000000000000e+000	0.0000000000000000e+000	
1.1328129207249757e-001	4.8761613462065623e-001	3.8625462041033864e-001	1.2847952896507555e-002	0.0000000000000000e+000	
5.4037646451554004e-002	3.6572176634848946e-001	5.3916787839335611e-001	4.0329204904498962e-002	7.4350390210159141e-004	
2.5555781885131783e-002	2.5677220358807795e-001	6.3465052625174556e-001	7.9850474667679319e-002	3.1710136073655271e-003	
1.1968275804416622e-002	1.7263595037227852e-001	6.7967546640990650e-001	1.2753761845974879e-001	8.1826889536495313e-003	
5.5426498816035646e-003	1.1242834614984523e-001	6.8591621792218704e-001	1.7956063572199463e-001	1.6552150324369512e-002	
2.5340294890944092e-003	7.1358516843373035e-002	6.6458500351905481e-001	2.3261220543402741e-001	2.8910244714450313e-002	
1.1413354941548976e-003	4.4281524678458320e-002	6.2481473835915791e-001	2.8400431710341972e-001	4.5758084364809055e-002	
5.0513221458376237e-004	2.6900927752818299e-002	5.7349440851302536e-001	3.3160980581966260e-001	6.7489725699909936e-002	
2.1896903083905403e-004	1.5996850908303866e-002	5.1561359634798143e-001	3.7375497630191040e-001	9.4415607410965274e-002	
9.2588136227164276e-005	9.2993989077397796e-003	4.5471521868678538e-001	4.0910958938825914e-001	1.2678320488098849e-001	
3.7984027223792557e-005	5.2714602415274174e-003	3.9330499798467244e-001	4.3659166313211034e-001	1.6479389461446611e-001	
1.5012504533199280e-005	2.9023945736210157e-003	3.3317508373316240e-001	4.5529137087354227e-001	2.0861613831514125e-001	
5.6621190905132613e-006	1.5432829460050720e-003	2.7564270603980290e-001	4.6441283441705045e-001	2.5839551447805115e-001	
2.0113502423185933e-006	7.8601765794295453e-004	2.2171899485441418e-001	4.6323075817526943e-001	3.1426221796213122e-001	
6.6066415668944128e-007	3.7893372310130217e-004	1.7222519600571770e-001	4.5105860744002335e-001	3.7633660216700104e-001	
1.9546711842697220e-007	1.6992076948420812e-004	1.2787121774921975e-001	4.2722542105218042e-001	4.4473324496199723e-001	
5.0211949096289402e-008	6.9034465238401288e-005	8.9308082798459518e-002	3.9105891263447434e-001	5.1956391988987860e-001	
1.0685431536821749e-008	2.4430717340448741e-005	5.7162731058986609e-002	3.4187306225336428e-001	6.0093976528487714e-001	
1.7775322895843405e-009	7.1577062216610428e-006	3.2061106699212728e-002	2.7895886287828958e-001	6.8897287093874371e-001	
1.3763458817723550e-010	1.7125429971787317e-006	1.4643592518485378e-002	2.0157725008334282e-001	7.8377744471753996e-001	
1.1189269612232440e-011	4.2771377685722603e-007	6.9119574404125569e-003	1.4304352739541454e-001	8.5004408743920667e-001	
9.5618454412406564e-013	1.1209701910560945e-007	3.3989223931728007e-003	1.0182291894975325e-001	8.9477804655909865e-001	
8.5943772126688070e-014	3.0869990577688171e-008	1.7514393708871056e-003	7.3884017367502233e-002	9.2436451239153417e-001	
8.2054634652213031e-015	8.9296263371794603e-009	9.4727343435141334e-004	5.5364376520138134e-002	9.4368834111587596e-001	
8.6549827029991425e-016	2.7301764376964770e-009	5.3595358279341090e-004	4.3254278329991715e-002	9.5620976535703750e-001	
1.0871677079964214e-016	9.1151732670610980e-010	3.1482456732397638e-004	3.5402883934287033e-002	9.6428229058687154e-001	
1.5610574321673321e-017	3.6313697050627284e-010	1.9008255815132513e-004	3.0340383694892725e-002	9.6946953338381892e-001	
1.6760937918336275e-019	1.9503832032369283e-010	1.1667219442268043e-004	2.7087720806908799e-002	9.7279560680363020e-001	
2.4130089172509400e-022	2.7877791108405319e-012	1.0386442535991487e-004	2.1759779364742757e-002	9.7813635620710959e-001	
1.6291698413162512e-025	3.0973085293298629e-014	8.2747546088570453e-005	1.6488953683039494e-002	9.8342829877084104e-001	
4.3948832041036180e-028	1.6093303545878326e-016	5.1383137682426962e-005	1.1273102809301473e-002	9.8867551405301601e-001	
5.3712877359201654e-029	2.9465898659615822e-018	1.4637539762610973e-005	6.0991481328217202e-003	9.9388621432741564e-001	
1.2664661209446844e-029	2.4177563179346590e-018	2.7221805833397825e-006	9.1974442927023688e-004	9.9907753339014638e-001	
2.7532693195655788e-030	2.0806299650401798e-018	7.4563599062603973e-007	1.4262287276463150e-004	9.9985663149124482e-001	
4.7993940059594298e-031	1.7008445811843794e-018	3.6091807584747948e-007	2.5975686706231590e-005	9.9997366339521787e-001	
4.9931094931411928e-032	1.1466238462910348e-018	2.2630251620913710e-007	8.5134120574256456e-006	9.9999126028542629e-001	
4.6707254954293427e-033	4.3013440564507998e-019	1.2570502350713075e-007	5.9654528212808293e-006	9.9999390884215522e-001	
1.3239562974740654e-033	1.1335842768084583e-019	2.3879834138852370e-008	5.6682101667763659e-006	9.9999430790999910e-001	
4.2371069793540626e-034	4.0214761614190886e-020	4.2919155805459636e-009	5.0370525035538035e-006	9.9999495865558086e-001	
8.2721466439203040e-035	2.0089151631949604e-020	9.1921876314074948e-010	3.9942722641151374e-006	9.9999600480851714e-001	
2.9833412659576867e-036	6.1956003289057864e-021	4.9394486957005471e-010	2.3180034521823610e-006	9.9999768150260293e-001	
8.9208321318333917e-039	8.2368601493521783e-022	8.2059811113155710e-011	2.0699963074728929e-006	9.9999792992163272e-001	
3.1284584973576698e-041	3.2466497162708988e-024	9.7553601547292248e-012	1.6721785669909843e-006	9.9999832781167763e-001	
1.4976321404002711e-044	1.5061723298127348e-026	2.9909433333713877e-014	1.0349914122705745e-006	9.9999896500855778e-001	
8.0480681430540565e-048	9.5086829168494499e-030	1.0843961885295669e-016	1.4593650767373845e-008	9.9999998540634916e-001	
8.0208587895389306e-050	5.6990154549972577e-032	4.2745600577242308e-019	2.0593399302963755e-010	9.9999999979406595e-001	
3.1254550206987891e-051	6.2076471873964336e-033	1.4417508438741919e-020	3.0659701015934025e-012	9.9999999999693401e-001	
8.0040517384164910e-052	2.1081885041876746e-033	7.3062887961020396e-021	2.0551495871888516e-013	9.9999999999979450e-001	
